pred,t
0.9999991591423185,257
0.9999992179683058,258
0.999999272678859,259
0.9999993235618915,260
0.9999993708851739,261
0.9999994148977445,262
0.9999994558312183,263
0.9999994939010074,264
0.9999995293074535,265
0.9999995622368822,266
0.9999995928625848,267
0.9999996213457284,268
0.9999996478362051,269
0.999999672473421,270
0.9999996953870294,271
0.9999997166976128,272
0.9999997365173178,273
0.9999997549504457,274
0.9999997720940006,275
0.9999997880382007,276
0.9999998028669519,277
0.9999998166582907,278
0.9999998294847938,279
0.9999998414139607,280
0.9999998525085685,281
0.9999998628270025,282
0.999999872423564,283
0.9999998813487542,284
0.9999998896495421,285
0.9999998973696108,286
0.9999999045495869,287
0.9999999112272552,288
0.9999999174377568,289
0.9999999232137745,290
0.9999999285857046,291
0.999999933581817,292
0.9999999382284035,293
0.9999999425499171,294
0.9999999465690994,295
0.9999999503071013,296
0.9999999537835945,297
0.9999999570168739,298
0.9999999600239542,299
0.9999999628206606,300
0.9999999654217108,301
0.9999999678407926,302
0.9999999700906366,303
0.9999999721830825,304
0.9999999741291417,305
0.9999999759390555,306
0.9999999776223486,307
0.9999999791878791,308
0.9999999806438858,309
0.9999999819980311,310
0.999999983257441,311
0.999999984428743,312
0.9999999855181012,313
0.9999999865312486,314
0.9999999874735163,315
0.9999999883498637,316
0.999999989164902,317
0.9999999899229207,318
0.9999999906279088,319
0.9999999912835761,320
0.9999999918933734,321
0.9999999924605093,322
0.9999999929879688,323
0.9999999934785273,324
0.9999999939347668,325
0.9999999943590878,326
0.9999999947537235,327
0.9999999951207508,328
0.9999999954621008,329
0.9999999957795702,330
0.9999999960748296,331
0.9999999963494328,332
0.999999996604825,333
0.9999999968423499,334
0.9999999970632576,335
0.9999999972687108,336
0.9999999974597906,337
0.9999999976375027,338
0.9999999978027818,339
0.9999999979564982,340
0.9999999980994607,341
0.9999999982324217,342
0.9999999983560806,343
0.9999999984710886,344
0.9999999985780506,345
0.9999999986775294,346
0.999999998770049,347
0.9999999988560957,348
0.9999999989361228,349
0.9999999990105513,350
0.9999999990797726,351
0.9999999991441513,352
0.999999999204026,353
0.9999999992597122,354
0.9999999993115023,355
0.9999999993596693,356
0.9999999994044666,357
0.9999999994461297,358
0.9999999994848783,359
0.9999999995209159,360
0.9999999995544324,361
0.9999999995856041,362
0.9999999996145952,363
0.9999999996415578,364
0.9999999996666344,365
